topic_id,doc1_id,doc2_id,pair_type
109,c4-3334-067147,c4-1777-078593,contradiction
109,c4-0582-084409,c4-2454-135054,contradiction
109,c4-3502-070037,c4-4153-025914,contradiction
109,c4-5314-041130,c4-3305-120880,contradiction
109,c4-6339-114446,c4-6690-011635,contradiction
109,c4-2387-144652,c4-5232-072177,contradiction
109,c4-0357-046169,c4-2220-082087,contradiction
109,c4-6285-027772,c4-0542-091876,contradiction
109,c4-0174-094228,c4-2115-060116,contradiction
109,c4-6972-136529,c4-1083-002438,contradiction
109,c4-1629-067380,c4-5188-007044,contradiction
109,c4-0729-131964,c4-5534-022744,contradiction
109,c4-2888-072594,c4-4310-038789,contradiction
109,c4-6178-040713,c4-2674-088494,contradiction
109,c4-6515-008552,c4-0976-077901,contradiction
110,c4-1697-147812,c4-4799-069917,contradiction
110,c4-2143-114374,c4-4296-038796,contradiction
110,c4-1791-043271,c4-3476-070135,contradiction
110,c4-2033-073269,c4-5208-003017,contradiction
110,c4-0225-081004,c4-1777-041500,contradiction
110,c4-3467-113097,c4-4813-075001,contradiction
111,c4-1899-072206,c4-0324-099978,contradiction
111,c4-5802-041193,c4-7092-101953,contradiction
111,c4-2173-141977,c4-2167-113201,contradiction
111,c4-7115-108171,c4-4301-046099,contradiction
111,c4-5978-130308,c4-4688-101796,contradiction
111,c4-1084-111246,c4-5834-028734,contradiction
111,c4-5001-018408,c4-0630-121885,contradiction
114,c4-0038-025615,c4-6916-051367,contradiction
114,c4-0544-063651,c4-2426-135824,contradiction
114,c4-1056-046662,c4-3077-097427,contradiction
114,c4-0313-064077,c4-5324-002279,contradiction
114,c4-0416-056656,c4-1659-009933,contradiction
117,c4-5709-058436,c4-2493-009718,contradiction
117,c4-6100-069883,c4-1202-105236,contradiction
118,c4-2124-061628,c4-4602-111602,contradiction
118,c4-0055-011647,c4-6118-114379,contradiction
118,c4-3517-023391,c4-7122-066598,contradiction
120,c4-4419-067470,c4-6594-070975,contradiction
122,c4-2543-042232,c4-1776-024472,contradiction
122,c4-0648-033135,c4-3757-082913,contradiction
122,c4-0594-021459,c4-6036-011059,contradiction
122,c4-5969-113999,c4-6218-119727,contradiction
122,c4-0711-012152,c4-2859-022259,contradiction
122,c4-2381-048265,c4-1005-135381,contradiction
128,c4-1388-004081,c4-2974-047901,contradiction
128,c4-3021-080346,c4-3214-058800,contradiction
128,c4-6137-097440,c4-2519-019630,contradiction
128,c4-4318-041804,c4-1775-116288,contradiction
128,c4-6823-119469,c4-7163-036208,contradiction
128,c4-7140-003898,c4-2752-067484,contradiction
128,c4-3614-101597,c4-5598-016583,contradiction
128,c4-0169-010449,c4-4462-028323,contradiction
128,c4-4366-047339,c4-3426-131607,contradiction
128,c4-3923-072305,c4-6401-039370,contradiction
128,c4-0286-042977,c4-3646-125236,contradiction
128,c4-4339-053160,c4-6589-005793,contradiction
128,c4-2455-017486,c4-4795-100877,contradiction
128,c4-1584-031874,c4-4283-097255,contradiction
128,c4-4427-147585,c4-3591-017678,contradiction
128,c4-6406-091817,c4-0061-133725,contradiction
128,c4-4599-122194,c4-5186-092305,contradiction
128,c4-6998-017606,c4-4142-131349,contradiction
128,c4-2793-047318,c4-1734-136528,contradiction
128,c4-2761-037822,c4-1149-138366,contradiction
128,c4-3065-102776,c4-3521-105416,contradiction
128,c4-2964-037020,c4-4356-128585,contradiction
128,c4-3111-055776,c4-7093-131120,contradiction
128,c4-6732-137226,c4-4708-066976,contradiction
129,c4-1882-117431,c4-2558-040161,contradiction
129,c4-6944-058088,c4-4720-006007,contradiction
129,c4-0190-046865,c4-4978-062448,contradiction
129,c4-6488-019578,c4-0074-080271,contradiction
129,c4-6582-133148,c4-4675-085809,contradiction
129,c4-3169-023475,c4-2231-056495,contradiction
129,c4-3384-108046,c4-3593-076028,contradiction
129,c4-7064-075215,c4-3793-117591,contradiction
129,c4-5276-045463,c4-0888-138660,contradiction
129,c4-2396-054710,c4-5250-108793,contradiction
129,c4-2155-003226,c4-4666-138652,contradiction
129,c4-5997-009051,c4-7025-019992,contradiction
129,c4-5419-138055,c4-0337-040604,contradiction
129,c4-1654-037624,c4-4694-058343,contradiction
129,c4-7125-053271,c4-6299-086732,contradiction
129,c4-2081-092346,c4-5014-023847,contradiction
129,c4-5138-008619,c4-3508-034859,contradiction
129,c4-6694-064646,c4-4723-000435,contradiction
129,c4-6971-031842,c4-0431-027277,contradiction
129,c4-3145-049495,c4-3797-108891,contradiction
131,c4-2878-019610,c4-0199-043173,contradiction
131,c4-1178-147566,c4-5650-062751,contradiction
132,c4-2175-123602,c4-0458-043160,contradiction
132,c4-6046-057440,c4-3869-101094,contradiction
132,c4-2879-084996,c4-2956-116963,contradiction
132,c4-0687-048015,c4-3839-146775,contradiction
132,c4-2747-044971,c4-5908-092549,contradiction
132,c4-0001-125040,c4-4509-124062,contradiction
134,c4-4767-069474,c4-2251-087189,contradiction
134,c4-0628-000408,c4-3657-129007,contradiction
134,c4-0506-147034,c4-0226-116171,contradiction
134,c4-0323-077846,c4-1819-107114,contradiction
136,c4-6984-050052,c4-1031-142773,contradiction
136,c4-0077-020382,c4-5044-109988,contradiction
136,c4-1494-006739,c4-4184-071471,contradiction
137,c4-5432-002693,c4-0403-081768,contradiction
137,c4-1134-052022,c4-5389-098696,contradiction
137,c4-2399-134592,c4-5621-131774,contradiction
137,c4-5324-087419,c4-3501-047100,contradiction
137,c4-3464-126364,c4-1709-006651,contradiction
139,c4-0611-054299,c4-3929-094994,contradiction
139,c4-5932-058032,c4-1332-012230,contradiction
139,c4-3653-045563,c4-4395-137647,contradiction
139,c4-1470-017175,c4-1759-133166,contradiction
139,c4-5316-015025,c4-4535-075324,contradiction
139,c4-0731-087491,c4-1905-137497,contradiction
139,c4-0682-141351,c4-6634-089591,contradiction
139,c4-4315-075531,c4-2028-036215,contradiction
139,c4-0650-046187,c4-3219-094259,contradiction
139,c4-6025-132194,c4-0344-106568,contradiction
140,c4-0362-104077,c4-0891-029990,contradiction
143,c4-0699-140541,c4-1579-021707,contradiction
143,c4-1106-148108,c4-4535-124196,contradiction
143,c4-0507-086992,c4-4469-001627,contradiction
143,c4-6375-058146,c4-3056-045631,contradiction
143,c4-6838-144038,c4-0802-027890,contradiction
143,c4-5565-080143,c4-1542-122155,contradiction
143,c4-2256-099843,c4-4854-004812,contradiction
143,c4-2212-129558,c4-5861-061036,contradiction
143,c4-2904-111820,c4-2322-125328,contradiction
143,c4-1567-104989,c4-0511-037981,contradiction
143,c4-3723-015147,c4-1818-083417,contradiction
143,c4-3438-115118,c4-3398-047189,contradiction
143,c4-5532-007697,c4-5710-140450,contradiction
143,c4-6882-028113,c4-5776-107619,contradiction
143,c4-4556-047773,c4-1934-094424,contradiction
143,c4-0835-136575,c4-5392-147470,contradiction
143,c4-3618-023486,c4-2461-011613,contradiction
143,c4-2462-111118,c4-6764-143178,contradiction
143,c4-0961-109994,c4-5458-049923,contradiction
143,c4-6924-089306,c4-2049-120596,contradiction
143,c4-2487-005746,c4-0043-087085,contradiction
143,c4-1704-001137,c4-5250-014373,contradiction
143,c4-3202-075722,c4-3192-142130,contradiction
143,c4-4219-100860,c4-3929-148346,contradiction
144,c4-1652-123128,c4-3108-093040,contradiction
146,c4-1779-043954,c4-4772-084155,contradiction
149,c4-2126-119366,c4-4244-068158,contradiction
149,c4-1409-019387,c4-4196-126836,contradiction
151,en.noclean.c4-train.06103-of-07168.23150,en.noclean.c4-train.04834-of-07168.8906,contradiction
151,en.noclean.c4-train.03666-of-07168.35087,en.noclean.c4-train.03857-of-07168.92053,contradiction
151,en.noclean.c4-train.06493-of-07168.131258,en.noclean.c4-train.03667-of-07168.33606,contradiction
151,en.noclean.c4-train.05282-of-07168.147514,en.noclean.c4-train.04838-of-07168.125548,contradiction
151,en.noclean.c4-train.04279-of-07168.25736,en.noclean.c4-train.00945-of-07168.98682,contradiction
151,en.noclean.c4-train.00166-of-07168.91873,en.noclean.c4-train.07142-of-07168.75138,contradiction
151,en.noclean.c4-train.04988-of-07168.124585,en.noclean.c4-train.00884-of-07168.53989,contradiction
151,en.noclean.c4-train.04490-of-07168.146221,en.noclean.c4-train.06420-of-07168.28395,contradiction
151,en.noclean.c4-train.03951-of-07168.27814,en.noclean.c4-train.05433-of-07168.114493,contradiction
151,en.noclean.c4-train.03765-of-07168.76420,en.noclean.c4-train.01615-of-07168.94520,contradiction
151,en.noclean.c4-train.01039-of-07168.135071,en.noclean.c4-train.05581-of-07168.133283,contradiction
151,en.noclean.c4-train.02254-of-07168.110585,en.noclean.c4-train.02534-of-07168.30135,contradiction
151,en.noclean.c4-train.02937-of-07168.145401,en.noclean.c4-train.03685-of-07168.127109,contradiction
151,en.noclean.c4-train.04964-of-07168.35822,en.noclean.c4-train.06457-of-07168.26072,contradiction
151,en.noclean.c4-train.05377-of-07168.60016,en.noclean.c4-train.03223-of-07168.82693,contradiction
151,en.noclean.c4-train.05454-of-07168.88482,en.noclean.c4-train.01555-of-07168.2467,contradiction
151,en.noclean.c4-train.00643-of-07168.42491,en.noclean.c4-train.04662-of-07168.54161,contradiction
151,en.noclean.c4-train.05928-of-07168.103220,en.noclean.c4-train.05256-of-07168.62353,contradiction
151,en.noclean.c4-train.02793-of-07168.133146,en.noclean.c4-train.00920-of-07168.36718,contradiction
152,en.noclean.c4-train.05970-of-07168.122934,en.noclean.c4-train.05320-of-07168.50509,contradiction
152,en.noclean.c4-train.01460-of-07168.143214,en.noclean.c4-train.04362-of-07168.129044,contradiction
153,en.noclean.c4-train.02807-of-07168.3644,en.noclean.c4-train.06677-of-07168.60711,contradiction
153,en.noclean.c4-train.06491-of-07168.40364,en.noclean.c4-train.01010-of-07168.75996,contradiction
154,en.noclean.c4-train.02011-of-07168.33075,en.noclean.c4-train.00039-of-07168.9954,contradiction
154,en.noclean.c4-train.01982-of-07168.142166,en.noclean.c4-train.05940-of-07168.47924,contradiction
154,en.noclean.c4-train.00689-of-07168.20162,en.noclean.c4-train.05046-of-07168.40956,contradiction
154,en.noclean.c4-train.05005-of-07168.123754,en.noclean.c4-train.00940-of-07168.119685,contradiction
154,en.noclean.c4-train.05580-of-07168.3053,en.noclean.c4-train.00217-of-07168.81021,contradiction
154,en.noclean.c4-train.03593-of-07168.129696,en.noclean.c4-train.01342-of-07168.140546,contradiction
154,en.noclean.c4-train.01258-of-07168.28811,en.noclean.c4-train.05989-of-07168.123022,contradiction
154,en.noclean.c4-train.00244-of-07168.27163,en.noclean.c4-train.02634-of-07168.124225,contradiction
154,en.noclean.c4-train.02233-of-07168.97657,en.noclean.c4-train.00168-of-07168.64352,contradiction
154,en.noclean.c4-train.04096-of-07168.85296,en.noclean.c4-train.01816-of-07168.88323,contradiction
154,en.noclean.c4-train.05790-of-07168.67784,en.noclean.c4-train.01949-of-07168.113277,contradiction
154,en.noclean.c4-train.03479-of-07168.3706,en.noclean.c4-train.04122-of-07168.29249,contradiction
154,en.noclean.c4-train.07042-of-07168.94725,en.noclean.c4-train.04292-of-07168.41075,contradiction
154,en.noclean.c4-train.01179-of-07168.49759,en.noclean.c4-train.00626-of-07168.28433,contradiction
154,en.noclean.c4-train.05048-of-07168.79946,en.noclean.c4-train.04409-of-07168.82400,contradiction
154,en.noclean.c4-train.04446-of-07168.145651,en.noclean.c4-train.00485-of-07168.106049,contradiction
154,en.noclean.c4-train.05979-of-07168.131091,en.noclean.c4-train.05026-of-07168.135759,contradiction
154,en.noclean.c4-train.00624-of-07168.28547,en.noclean.c4-train.03001-of-07168.5163,contradiction
154,en.noclean.c4-train.06262-of-07168.49323,en.noclean.c4-train.04639-of-07168.82745,contradiction
154,en.noclean.c4-train.01567-of-07168.81215,en.noclean.c4-train.06345-of-07168.127465,contradiction
154,en.noclean.c4-train.00504-of-07168.56163,en.noclean.c4-train.02440-of-07168.146567,contradiction
154,en.noclean.c4-train.04276-of-07168.7697,en.noclean.c4-train.06370-of-07168.3427,contradiction
154,en.noclean.c4-train.06764-of-07168.75098,en.noclean.c4-train.03590-of-07168.8839,contradiction
154,en.noclean.c4-train.06811-of-07168.119123,en.noclean.c4-train.05946-of-07168.97999,contradiction
154,en.noclean.c4-train.02224-of-07168.55314,en.noclean.c4-train.04092-of-07168.80399,contradiction
154,en.noclean.c4-train.00003-of-07168.138254,en.noclean.c4-train.02325-of-07168.50292,contradiction
154,en.noclean.c4-train.04352-of-07168.135200,en.noclean.c4-train.04492-of-07168.42026,contradiction
154,en.noclean.c4-train.03389-of-07168.120797,en.noclean.c4-train.01418-of-07168.2606,contradiction
154,en.noclean.c4-train.03536-of-07168.40420,en.noclean.c4-train.00757-of-07168.53980,contradiction
154,en.noclean.c4-train.00427-of-07168.132117,en.noclean.c4-train.00562-of-07168.137992,contradiction
154,en.noclean.c4-train.01034-of-07168.130744,en.noclean.c4-train.02821-of-07168.79183,contradiction
154,en.noclean.c4-train.03393-of-07168.92690,en.noclean.c4-train.03656-of-07168.147056,contradiction
154,en.noclean.c4-train.00511-of-07168.15592,en.noclean.c4-train.07085-of-07168.129265,contradiction
154,en.noclean.c4-train.01174-of-07168.126536,en.noclean.c4-train.06089-of-07168.53156,contradiction
154,en.noclean.c4-train.02623-of-07168.41572,en.noclean.c4-train.04183-of-07168.7480,contradiction
154,en.noclean.c4-train.03775-of-07168.136000,en.noclean.c4-train.02308-of-07168.60453,contradiction
154,en.noclean.c4-train.00249-of-07168.40741,en.noclean.c4-train.04865-of-07168.133248,contradiction
154,en.noclean.c4-train.03200-of-07168.125495,en.noclean.c4-train.03045-of-07168.134929,contradiction
154,en.noclean.c4-train.00867-of-07168.20003,en.noclean.c4-train.03735-of-07168.125120,contradiction
154,en.noclean.c4-train.03020-of-07168.26768,en.noclean.c4-train.01537-of-07168.108187,contradiction
154,en.noclean.c4-train.04045-of-07168.25562,en.noclean.c4-train.01085-of-07168.128095,contradiction
154,en.noclean.c4-train.01235-of-07168.46982,en.noclean.c4-train.02490-of-07168.69011,contradiction
154,en.noclean.c4-train.03215-of-07168.11461,en.noclean.c4-train.06758-of-07168.53625,contradiction
154,en.noclean.c4-train.04729-of-07168.17929,en.noclean.c4-train.00980-of-07168.139575,contradiction
154,en.noclean.c4-train.03831-of-07168.57113,en.noclean.c4-train.03373-of-07168.42970,contradiction
154,en.noclean.c4-train.03262-of-07168.49277,en.noclean.c4-train.03723-of-07168.44196,contradiction
154,en.noclean.c4-train.01632-of-07168.50041,en.noclean.c4-train.06552-of-07168.7892,contradiction
154,en.noclean.c4-train.04566-of-07168.47973,en.noclean.c4-train.04297-of-07168.104240,contradiction
154,en.noclean.c4-train.01691-of-07168.103670,en.noclean.c4-train.00494-of-07168.77030,contradiction
154,en.noclean.c4-train.07022-of-07168.126332,en.noclean.c4-train.01243-of-07168.63182,contradiction
154,en.noclean.c4-train.07046-of-07168.42336,en.noclean.c4-train.03700-of-07168.139752,contradiction
154,en.noclean.c4-train.00796-of-07168.4409,en.noclean.c4-train.00100-of-07168.147506,contradiction
154,en.noclean.c4-train.06603-of-07168.32395,en.noclean.c4-train.06297-of-07168.566,contradiction
154,en.noclean.c4-train.04764-of-07168.114426,en.noclean.c4-train.05997-of-07168.1498,contradiction
154,en.noclean.c4-train.05117-of-07168.91149,en.noclean.c4-train.02038-of-07168.145505,contradiction
154,en.noclean.c4-train.04474-of-07168.128268,en.noclean.c4-train.02031-of-07168.97044,contradiction
154,en.noclean.c4-train.06327-of-07168.81744,en.noclean.c4-train.00433-of-07168.120637,contradiction
154,en.noclean.c4-train.06304-of-07168.134466,en.noclean.c4-train.00137-of-07168.70340,contradiction
154,en.noclean.c4-train.00797-of-07168.63507,en.noclean.c4-train.00561-of-07168.22181,contradiction
154,en.noclean.c4-train.00530-of-07168.69156,en.noclean.c4-train.06417-of-07168.10649,contradiction
154,en.noclean.c4-train.04466-of-07168.84550,en.noclean.c4-train.05309-of-07168.133609,contradiction
154,en.noclean.c4-train.00685-of-07168.29514,en.noclean.c4-train.01050-of-07168.98905,contradiction
154,en.noclean.c4-train.05761-of-07168.131735,en.noclean.c4-train.01637-of-07168.140732,contradiction
154,en.noclean.c4-train.05665-of-07168.134607,en.noclean.c4-train.04895-of-07168.66135,contradiction
154,en.noclean.c4-train.04001-of-07168.20601,en.noclean.c4-train.02823-of-07168.138101,contradiction
154,en.noclean.c4-train.00381-of-07168.112485,en.noclean.c4-train.00405-of-07168.58751,contradiction
154,en.noclean.c4-train.01860-of-07168.117669,en.noclean.c4-train.03647-of-07168.90413,contradiction
154,en.noclean.c4-train.05095-of-07168.146111,en.noclean.c4-train.04934-of-07168.29429,contradiction
154,en.noclean.c4-train.01109-of-07168.72156,en.noclean.c4-train.04886-of-07168.87025,contradiction
154,en.noclean.c4-train.01101-of-07168.44787,en.noclean.c4-train.02034-of-07168.131206,contradiction
154,en.noclean.c4-train.00587-of-07168.82841,en.noclean.c4-train.06272-of-07168.146369,contradiction
154,en.noclean.c4-train.03647-of-07168.107979,en.noclean.c4-train.06801-of-07168.87389,contradiction
154,en.noclean.c4-train.04307-of-07168.91158,en.noclean.c4-train.00649-of-07168.142527,contradiction
154,en.noclean.c4-train.02643-of-07168.93931,en.noclean.c4-train.03583-of-07168.65739,contradiction
154,en.noclean.c4-train.01225-of-07168.38634,en.noclean.c4-train.04779-of-07168.127276,contradiction
154,en.noclean.c4-train.05663-of-07168.17936,en.noclean.c4-train.05670-of-07168.84430,contradiction
154,en.noclean.c4-train.00642-of-07168.143089,en.noclean.c4-train.01400-of-07168.43242,contradiction
155,en.noclean.c4-train.03473-of-07168.40351,en.noclean.c4-train.05902-of-07168.56641,contradiction
155,en.noclean.c4-train.00065-of-07168.40181,en.noclean.c4-train.00800-of-07168.98603,contradiction
155,en.noclean.c4-train.03554-of-07168.123616,en.noclean.c4-train.01636-of-07168.109912,contradiction
155,en.noclean.c4-train.01958-of-07168.115840,en.noclean.c4-train.00141-of-07168.80085,contradiction
155,en.noclean.c4-train.06846-of-07168.127145,en.noclean.c4-train.00337-of-07168.112079,contradiction
155,en.noclean.c4-train.06597-of-07168.79502,en.noclean.c4-train.02993-of-07168.128584,contradiction
155,en.noclean.c4-train.00649-of-07168.134244,en.noclean.c4-train.05517-of-07168.111411,contradiction
155,en.noclean.c4-train.02126-of-07168.92745,en.noclean.c4-train.02067-of-07168.109862,contradiction
